name,Standardized_Name,Brand,Category,Sub_Category,Micro_Category,Size_Weight,mrp
Lizol Fresh & Clean 700Ml,Lizol Fresh & Clean Floor Cleaner,Lizol,Cleaning Essentials,Floor Cleaners,Floor Cleaner,700ml,149
Nachani Khari,Nachni Khari,Unknown,Snacks & Munchies,Farsan & Chakli,Ragi Khari,pc,90
Domex Toilet Cleaner,Domex Toilet Cleaner,Domex,Cleaning Essentials,Toilet Cleaners,Toilet Cleaner,pc,102
Harpic 10X Plus,Harpic 10X Plus Toilet Cleaner,Harpic,Cleaning Essentials,Toilet Cleaners,Toilet Cleaner,pc,235
Pril Kraft Mint 750Ml,Pril Kraft Mint Dishwash Liquid,Pril,Cleaning Essentials,Dishwash,Dishwash Liquid,750ml,215
Pril Tamarind Shine Specialist 750Ml,Pril Tamarind Shine Dishwash Liquid,Pril,Cleaning Essentials,Dishwash,Dishwash Liquid,750ml,215
Comfort Garden Fresh 210Ml,Comfort Fresh,Comfort,Cleaning Essentials,Laundry,Fabric Softener & Stain Remover,860ml,60
Good Night Gold Flash Combi Pack,Good Night Gold Flash,Good Night,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,45ml,105
Mysure Sandal 75G,Mysure Sandal,Mysore Sandal,Personal Care,Bath & Body,Bar Soap,75g,38
Mysore Sandel,Mysure Sandal,Mysore Sandal,Personal Care,Bath & Body,Bar Soap,75g,63
Lemon Pudina Corn 100Gm,Lemon Pudina Corn Snack,Unknown,Snacks & Munchies,Chips & Crisps,Corn Snack,100g,110
Raita Boondi 200G,Raita Boondi,Unknown,Snacks & Munchies,Namkeen & Bhujia,Boondi,200g,60
Maida 250Kg,Maida,Unknown,"Atta, Rice & Dal",Atta & Flour,Maida,250g,20
Kaju Tukada100G,Kaju Tukada,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,100
Dehaat Urad Dal 500G,Dehaat Urad Dal,Dehaat,"Atta, Rice & Dal",Dals & Pulses,Urad Dal,500g,150
Mamara Badam 250 Gm,Mamara Badam,Unknown,Masala & Dry Fruits,Dry Fruits,Almonds,pc,1000
Sugar Free Jwari Chiwda 200Gm,Sugar Free Jowar Chivda,Unknown,Snacks & Munchies,Healthy Snacks,Jowar Chivda,200g,90
Surf Excel Fl Liq. 1L,Surf Excel Liq. Tl,Surf Excel,Cleaning Essentials,Laundry,Detergent Powder,4L,169
Kailash Jowar Chivda 200G,Kailash Jowar Chivda,Kailash,Snacks & Munchies,Healthy Snacks,Jowar Chivda,200g,80
Coconut Water 180Ml,Coconut Water,Unknown,Cold Drinks & Juices,Juices & Drinks,Coconut Water,180ml,40
Jalani Aam Panna,Jalani Aam Panna Drink Mix,Jalani,Cold Drinks & Juices,Instant Drink Powders,Aam Panna Mix,pc,18
Dettol Blue,Dettol Leq. Blue,Dettol,Cleaning Essentials,Laundry,Laundry Sanitizer,pc,182
Black Khajoor 250Gm,Black Khajoor,Unknown,Masala & Dry Fruits,Dry Fruits,Dates,500g,120
Ram Bandhu Mango Pickle 500G,Ram Bandhu Mango Pickle,Ram Bandhu,Snacks & Munchies,Chutneys & Pickles,Mango Pickle,1kg,140
Coconut Banana Chips 250 G,Coconut Banana Chips,Unknown,Snacks & Munchies,Chips & Crisps,Banana Chips,250g,120
Ram Bandhu Mixed Pickle 500G,Ram Bandhu Mixed Pickle,Ram Bandhu,Snacks & Munchies,Chutneys & Pickles,Mixed Pickle,200g,140
Flaxseed Oil 250 Ml,Flaxseed Oil,Unknown,Personal Care,Hair Care,Hair Oil,250ml,210
Sunfeast Marie Lig,Sunfeast Marie Light Biscuit,Sunfeast,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,57.4g,10
Dove Con Biopro Care Tube 175Ml,Dove Conditioner Bio Pro Care,Dove,Personal Care,Hair Care,Hair Conditioner,175ml,285
Dove Intesnse Repair Shampoo 180Ml,Dove Intense Repair Shampoo,Dove,Personal Care,Hair Care,Shampoo,180ml,246
Dove Con Her Bioprocare Tube 175,Dove Conditioner Bio Pro Care,Dove,Personal Care,Hair Care,Hair Conditioner,175ml,285
Ariel Liquid Fl 1L,Ariel Liquid Fl,Ariel,Cleaning Essentials,Laundry,Liquid Detergent,1L,229
Diet Multi Grain Mix 200G,Diet Multigrain Mix,Unknown,Snacks & Munchies,Healthy Snacks,Multigrain Mix,200g,85
Peri Peri Makhane 100Gm,Peri Peri Makhana,Unknown,Snacks & Munchies,Healthy Snacks,Flavoured Makhana,100g,220
Chees Makhane 100Gm,Cheese Makhana,Unknown,Snacks & Munchies,Healthy Snacks,Flavoured Makhana,100g,220
Nutrela Soya Chunks 80G,Nutrela Soya Chunks,Nutrela,"Atta, Rice & Dal",Soya Products,Soya Chunks,pc,15
Colgate 150G,Colgate,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,150g,105
Colgate Herbal 100G,Colgate Herbal,Colgate,Personal Care,Oral Care,Toothpaste,200G,100
Chyawanprash Awaleha 450+50G,Dabur Chyawanprash,Dabur,Pharma & Wellness,Ayurvedic Supplements,Chyawanprash,500g,240
Chyawanprash Awaleha 900+100G,Dabur Chyawanprash,Dabur,Pharma & Wellness,Ayurvedic Supplements,Chyawanprash,500g,430
Pro N Red Poha 500 Mg,Pro N Red Poha,Unknown,"Atta, Rice & Dal",Rice & Poha,Red Poha,500g,89
Mutter Paneer Masala,Mutter Paneer Masala Mix,Unknown,Masala & Dry Fruits,Spice Mixes,Curry Masala,pc,52
Colgate Max 100Rl,Colget Max,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,80g,76
Sweet Gold 100Gm,Sweet Goli,Unknown,"Atta, Rice & Dal",Cooking Essentials,Sugar,100g,30
Loreal Oil Nourishing,Loreal Oil Nourishing Shampoo,Loreal,Personal Care,Hair Care,Shampoo,pc,169
Ariel Top Load Liquid,Ariel Top Load Liq.,Ariel,Cleaning Essentials,Laundry,Detergent Powder,pc,199
Diet Jawari 100G,Diet Jowar,Unknown,"Tea, Coffee & Health Drinks",Health Foods,Jowar,100g,50
Black Khajoor 500G,Black Khajoor,Unknown,Masala & Dry Fruits,Dry Fruits,Dates,500g,280
Colgate 200G,Colgate,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,150g,149
Batashe 100Gm,Batashe Sugar Puffs,Unknown,Sweet Tooth,Indian Mithai,Traditional Sweets,100g,20
Pan Shot 100G,Pan Shot Mukhwas,Unknown,Paan Corner,Mukhwas,Pan Mukhwas,100g,40
Mint Badisoap 100G,Mint Badisoap,Unknown,Paan Corner,Mukhwas,Mint Mukhwas,100g,40
Wada Kolam Rice 1Kg,Wada Kolam Rice,Unknown,"Atta, Rice & Dal",Rice,Kolam Rice,1kg,88
Cadbury Celebration,Cadbury Celebration,Cadbury,Sweet Tooth,Chocolates,Gift Box Chocolates,pc,110
Cadbury Celebration 51.2G,Cadbury Celebration,Cadbury,Sweet Tooth,Chocolates,Gift Box Chocolates,pc,50
Methi Puri 200Gm,Methi Puri,Unknown,Snacks & Munchies,Indian Snacks,Puri Snack,250g,90
Vim Liquid 200Ml,Ariel Liquid Fl,Ariel,Cleaning Essentials,Laundry,Liquid Detergent,1L,25
Kaju Tukda 50Gm,Kaju Tukda,Unknown,Masala & Dry Fruits,Dry Fruits,Cashews,250g,60
Dry Fruit 150Gm,Dry Fruits Mix,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Mixed Dry Fruits,150g,150
Badam 50Gm,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,60
Sakhar Putane 100G,Sakar Phutana,Unknown,"Atta, Rice & Dal",Cooking Essentials,Sugar,250G,16
Sakhar Putane 250G,Sakar Phutana,Unknown,"Atta, Rice & Dal",Cooking Essentials,Sugar,250G,40
Khatta Meetha Mixture,Khatta Meetha Mixture,Unknown,Snacks & Munchies,Chivda & Mixtures,Khatta Meetha Mix,pc,90
Classic Bhojan Mixture,Classic Bhojan Mixture,Unknown,Snacks & Munchies,Chivda & Mixtures,Bhojan Mix,pc,90
Kitat Chunky,Kitkat Chunky,Nestle,Sweet Tooth,Chocolates,Wafer Chocolate,pc,70
Comfort 2Lit,Comfort Lily,Comfort,Cleaning Essentials,Laundry,Fabric Softener,860ml,435
Dried Mix Fruit,Dried Mixed Fruit,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Mixed Dry Fruits,pc,140
Choclate Modak 11P,Chocolate Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,11 pcs,100
Mix Dryfruit 150Gm,Mix Dryfruit,Unknown,Masala & Dry Fruits,Dry Fruits,Mixed Dry Fruits,pc,150
Parle Digestive 1Kg,Parle Digestive Biscuit,Parle,Snacks & Munchies,Biscuits & Cookies,Digestive Biscuits,1kg,320
Parle Hony Oast Biscuit,Parle Honey Oat Biscuit,Parle,Snacks & Munchies,Biscuits & Cookies,Oat Biscuits,pc,200
Wheat Makhniya Butter 200Gm,Wheat Makhaniya Butter Biscuit,Unknown,Snacks & Munchies,Farsan & Chakli,Khari Biscuit,200g,50
Wheat Makhan Khari 200Gm,Wheat Makhan Khari,Unknown,Snacks & Munchies,Farsan & Chakli,Khari Biscuit,200g,80
Mix Dryfruit 250Gm,Mix Dryfruit,Unknown,Masala & Dry Fruits,Dry Fruits,Mixed Dry Fruits,pc,250
K Pra Sweet Lime Pickle 200G,K Pra Sweet Lime Pickle,K-Pra,Masala & Dry Fruits,Pickles & Chutneys,Pickle,200G,75
K Pra Mango Pickle 200Gm,K-Pra Mango Pickle,K-Pra,Snacks & Munchies,Chutneys & Pickles,Mango Pickle,200g,75
Melody,Melody Toffee,Parle,Sweet Tooth,Candies & Gummies,Toffee,pc,100
Amba Modak 21Pc,Amba Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,21 pcs,110
Noodles Tangy Tomato Maggi,Maggi Tangy Tomato Noodles,Maggi,Instant & Frozen Food,Instant Noodles,Masala Noodles,pc,30
Orange Red Colour,Orange Red Food Colour,Unknown,Masala & Dry Fruits,Food Colours & Essences,Food Colour,pc,86
Gowardhan Ghee 1L,Gowardhan Ghee,Gowardhan,"Dairy, Bread & Eggs",Ghee,Cow Ghee,200ml,810
Scrotch Brite Sponge,Scotch Brite Sponge,Scotch Brite,Cleaning Essentials,Scrubs & Sponges,Sponge,pc,35
Modak Gud,Moongdal Puri,Unknown,Snacks & Munchies,Namkeen & Mixtures,Puri,pc,16
Laxmi Naryan  Misal Mix,Laxmi Narayan Misal Mix,Laxmi Narayan,Instant & Frozen Food,Instant Mixes,Misal Mix,pc,120
Kitkat White,Kitkat Chocolate,Nestle,Sweet Tooth,Chocolates,Wafer Chocolate,pc,80
Maggi,Maggi,Nestle,Instant & Frozen Food,Instant Noodles,Instant Noodles,pc,15
Jimjam Pops,Jimjam Pops Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,70g,10
Kitkat,Kitkat,Nestle,Sweet Tooth,Chocolates & Candies,Chocolates,pc,90
Veg Atta Cheesy Maggi,Veg Atta Maggi,Maggi,Instant & Frozen Food,Noodles & Pasta,Instant Noodles,72.5g,30
Sp Poha Chivda 500Gm,Sp Poha Chivda,Unknown,Snacks & Munchies,Chivda & Mixtures,Poha Chivda,500g,150
Mix Farsan 500Gm,Mix Farsan,Unknown,Snacks & Munchies,Chivda & Mixtures,Farsan Mix,500g,150
Silky Banana Wafer 250Gm,Silky Banana Wafers,Unknown,Snacks & Munchies,Chips & Crisps,Banana Chips,250g,110
Shrikhand Goli,Shrikhand Goli Candy,Unknown,Sweet Tooth,Candies & Gummies,Shrikhand Candy,pc,35
Ponds Powder 250Gm,Ponds Talcum Powder,Ponds,Personal Care,Skin Care,Talcum Powder,pc,260
Amba Modak 11Pc,Amba Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,21 pcs,60
Kesar Modak,Kesar Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,pc,210
Shahi Modak 215Gm,Shahi Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,215g,210
Red Khajoor 500Gm,Red Khajoor,Unknown,Masala & Dry Fruits,Dry Fruits,Dates,pc,85
Sugar 1Kg (46),Sugar,Unknown,Masala & Dry Fruits,Sugar & Jaggery,Refined Sugar,1kg,46
Jwari Bites,Jwari Chips,Unknown,Snacks & Munchies,Chips & Crisps,Chips & Wafers,100g,80
Kandi Modak,Kandi Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,pc,120
Kadak Boondi Laddu 500G,Kadak Boondi Ladoo,Unknown,Sweet Tooth,Indian Mithai,Ladoo,500g,140
Kaju Modak 21P,Kaju Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,21 pcs,260
Mawa Modak 21P,Mawa Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,21 pcs,220
Red Label Masala Premix 10P,Red Label Masala Chai Premix,Red Label,"Tea, Coffee & Health Drinks",Tea,Masala Tea Premix,10 pcs,175
Maggi Tomato Ketchup 480G,Maggi Tomato Ketchup,Maggi,Snacks & Munchies,Dips & Sauces,Tomato Ketchup,190g,115
Wicked Gud Schezwan Maggi,Wicked Gud Schezwan Noodles,Wicked Gud,Instant & Frozen Food,Instant Noodles,Schezwan Noodles,pc,25
Surf Excel Liq. Tl 2L,Surf Excel Liq. Tl,Surf Excel,Cleaning Essentials,Laundry,Detergent Powder,4L,971
Dettol Antiseptic Liq. 60Ml,Dettol Antiseptic Liquid,Dettol,Cleaning Essentials,Disinfectants & Antiseptics,Antiseptic Liquid,5L,40.24
Dabur Chyawanprash 500Gm,Dabur Chyawanprash,Dabur,Pharma & Wellness,Ayurvedic Supplements,Chyawanprash,500g,240
Kitkat Delights Hazelnut,Kitkat Delights Hazelnut,Nestle,Sweet Tooth,Chocolates,Premium Chocolate,pc,210
Lijjat Papad 500Gm,Lijjat Papad,Lijjat,Snacks & Munchies,Papad & Fryums,Papad,1kg,190
Gud Modak,Kaju Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,21 pcs,16
Krack Jack 226.8G,Krack Jack,Parle,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,200g,35
Amba Modam 21P,Amba Modak,Unknown,Sweet Tooth,Indian Mithai,Modak,21 pcs,220
Singada Pith 200G,Moongdal Pith,Unknown,"Atta, Rice & Dal",Atta,Wheat Atta,250G,100
Banana Wafer 250 Gm,Banana Wafer Chips,Unknown,Snacks & Munchies,Chips & Crisps,Banana Chips,250g,110
Kharata Zadu 1Pc,Kharata Scrub,Unknown,Cleaning Essentials,Cleaning Tools,Scrub,pc,80
Ariel F Lod 4+2,Ariel Matic Top Load 4+2,Ariel,Cleaning Essentials,Laundry,Detergent Powder,pc,1525
Gala S Scrub,Gala Super Scrub,Gala,Cleaning Essentials,Surface Cleaners,Scrubbers & Sponges,1pcs,40
Pineapple Essence,Pineapple Essence,Unknown,Masala & Dry Fruits,Food Colours & Essences,Food Essence,pc,50
Miri Wafer 200Gm,Miri Wafer,Unknown,Snacks & Munchies,Chips & Crisps,Pepper Wafer,200g,90
Pass Pass Mukhwas 100Gm,Pass Pass Mukhwas J,Unknown,Paan Corner,Mouth Fresheners,Mukhwas,pc,50
Moments Cocoa Powder 50G,Moments Cocoa Powder,Unknown,"Tea, Coffee & Health Drinks",Hot Beverages,Hot Chocolate Powder,50g,80
Kaju Modam 21P,Kaju Modam,Unknown,Sweet Tooth,Indian Mithai,Modak,21 pcs,345
Imli Chocolate,Imli Chocolate,Unknown,Sweet Tooth,Chocolates & Candies,Chocolates,100g,5
Laxminarayan Badam Chiwda 200G,Laxminarayan Badam Chivda,Laxminarayan,Snacks & Munchies,Chivda & Mixtures,Almond Chivda,200g,95
Garam Masala 200Gm,Garam Masala,Unknown,Masala & Dry Fruits,Spices & Masala,Garam Masala,50g,200
Silky Banana Wafers 200G,Silky Banana Wafers,Unknown,Snacks & Munchies,Chips & Crisps,Banana Chips,250g,100
Silky Miri Wafers 200G,Silky Miri Wafers,Silky,Snacks & Munchies,Chips & Crisps,Pepper Wafer,200g,90
Nurti Choice Millets,Nurti Choice,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,295g,55
Nachni Chips,Nachni Chips,Unknown,Snacks & Munchies,Chips & Crisps,Ragi Chips,pc,75
Khrata,Kharata Scrub,Unknown,Cleaning Essentials,Cleaning Tools,Scrub,pc,40
Dalchini 50Gm,Dalchini,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,pc,75
White Rose Essences,White Rose Essence,Unknown,Masala & Dry Fruits,Food Colours & Essences,Food Essence,pc,50
Colgate Mouthwash Peppermint 250G,Colgate Mouthwash Fresh Tea,Colgate,"Tea, Coffee & Health Drinks",Tea,Loose & Packet Tea,250g,185
Pichkoo,Pichkoo,Unknown,Masala & Dry Fruits,Sauces & Condiments,Sauce,75G,15
Kalami Dates 500Gm,Kalami Dates,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Kalami Dates,500g,320
Dariy Milk 20,Dariy Milk Crackle,Cadbury,"Dairy, Bread & Eggs",Milk Products,Milk,pc,20
Parle Cheeslings 300G,Parle Cheeslings,Parle,Snacks & Munchies,Chips & Crisps,Cheese Snack,300g,160
Fruit Cream Biscuit,Fruit Cream Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,pc,10
Colgate Zig Zag 3N,Colgate Zig Zag,Colgate,Personal Care,Oral Care,Toothpaste,3pcs,75
Penne Pasta 400Gm,Penne Pasta,Unknown,Instant & Frozen Food,Pasta & Noodles,Penne Pasta,400g,220
Himalayan Pink Salt 500Gm,Himalayan Pink Salt,Unknown,Masala & Dry Fruits,Salt Sugar & Jaggery,Pink Salt,500g,68
Colgate Toothpowder,Colgate Tooth Powder,Colgate,Personal Care,Oral Care,Tooth Powder,pc,42
Gowardhan Ghee Jar 500Ml,Gowardhan Ghee Jar,Gowardhan,"Dairy, Bread & Eggs",Ghee & Cooking Fats,Pure Ghee,500ml,415
Chana Dal 1Kg,Chana Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Chana Dal,pc,108
Comfort Morning Fresh 220Ml,Comfort Lili Fresh,Comfort,Cleaning Essentials,Laundry,Fabric Softener & Stain Remover,200ml,58
Amul 100 Gm Plpch Cheese Slice [Prochs],Amul Cheese Slice [Prochs],Amul,"Dairy, Bread & Eggs",Cheese & Paneer,Cheese Slices,200g,87
Kpra Lime Sweet,K-Pra Lime Sweet Pickle,K-Pra,Snacks & Munchies,Chutneys & Pickles,Sweet Lime Pickle,pc,75
Masalapuri,Masala Puri,Unknown,Snacks & Munchies,Farsan & Chakli,Masala Puri,pc,80
Mini Satta 250G,Mini Satta Snack,Unknown,Snacks & Munchies,Indian Snacks,Satta,250g,110
Pasta Pizza Sauce,Pasta Pizza Sauce,Unknown,Snacks & Munchies,Dips & Sauces,Pizza Sauce,pc,109
Pokarshankarpali,Pokar Shankarpali,Unknown,Snacks & Munchies,Farsan & Chakli,Shankarpali,pc,80
Walnut 250Gm,Walnut,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Walnuts,250g,550
Moti Sandal Soap 75G,Moti Sandal Soap,Moti,Personal Care,Bathing & Soaps,Bath Soap,75g,44
Lux Bodywash,Lux Body Wash,Lux,Personal Care,Bathing & Soaps,Shower Gel,pc,25
Colgate Total 2N*150G,Colgate Salt Neem,Colgate,Personal Care,Oral Care,Toothpaste,200G,370
Surf Excel Soap 4N*200G,Surf Excel Soap,Surf Excel,Cleaning Essentials,Laundry,Detergent Powder,250g,128
Monco,Monaco,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,pc,40
Anuved Ashtagandha 125Gm,Anuved Ashtagandha Soap,Anuved,Personal Care,Bathing & Soaps,Ayurvedic Soap,pc,81
Anuved Vibhuti 125G,Anuved Vibhuti Soap,Anuved,Personal Care,Bathing & Soaps,Ayurvedic Soap,pc,81
Nescafe Classic 180G,Nescafe Classic,Nescafe,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,1.1g,899
Walnut 250 Gm,Walnut,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Walnuts,250g,425
Khandasari Sugar 500G,Khandsari Sugar,Unknown,Masala & Dry Fruits,Salt Sugar & Jaggery,Unrefined Sugar,500g,95
Bounce Elachi,Bounce Elaichi Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,pc,10
Bura Sakkar 500Kg,Bura Shakkar (Powdered Sugar),Unknown,Masala & Dry Fruits,Salt Sugar & Jaggery,Powdered Sugar,500g,44
Moti Luxury Soap,Moti Luxury Bath Soap,Moti,Personal Care,Bathing & Soaps,Bath Soap,pc,42
Moti Chandan Soap,Moti Chandan Soap,Moti,Personal Care,Bathing & Soaps,Bath Soap,pc,80
Sunsilk Sampoo,Sunsilk Shampoo,Sunsilk,Personal Care,Hair Care,Shampoo,350ml,209
Boric Acid Powder 50Gm,Boric Acid Powder,Unknown,Cleaning Essentials,Cleaning Tools,Pest Control Powder,50g,45
Campure Cone,Camphor Cone,Unknown,Home & Lifestyle,Air Fresheners,Camphor,pc,199
Saffola Muesli Berry 450G,Saffola Muesli Berry,Saffola,"Tea, Coffee & Health Drinks",Breakfast Cereals,Muesli,450g,440
Pure Magic,Pond'S Magic,Pond's,Personal Care,Skin Care,Moisturiser,100g,40
Bura Sakkar 250Kg,Bura Shakkar (Powdered Sugar),Unknown,Masala & Dry Fruits,Salt Sugar & Jaggery,Powdered Sugar,500g,22
Parachute Oil,Parachute Hot Oil,Parachute,Personal Care,Hair Care,Hair Oil,90ml,20
Black Salt,Black Salt,Unknown,Masala & Dry Fruits,Salt Sugar & Jaggery,Black Salt,pc,50
Chitale Ambawadi 250G,Chitale Amawadi,Chitale,Snacks & Munchies,Indian Snacks,Amawadi,250g,160
Protien Bar 250G,Protein Bar,Unknown,Pharma & Wellness,Protein & Fitness,Protein Bar,250g,350
Gud Mohanthal 250G,Mohanthal,Unknown,Sweet Tooth,Indian Mithai,Assorted Mithai,250g,150
R. Rangila Mix 200G,R. Rangila Mix Snack,Unknown,Snacks & Munchies,Chivda & Mixtures,Millet Mix,200g,110
R. Black Wheat Flakes 200G,R. Black Wheat Flakes,Unknown,"Tea, Coffee & Health Drinks",Breakfast Cereals,Wheat Flakes,200g,110
Hariyali Diet Chivda 200G,Hariyali Diet Chivda,Unknown,Snacks & Munchies,Healthy Snacks,Diet Chivda,200g,100
Rin 10Rs,Ragi Rusk,Unknown,"Dairy, Bread & Eggs",Rusks & Toasts,Rusk,220g,10
Fortune Sunflower Oil Refill 1Pkt,Fortune Sunflower Oil Refill,Fortune,Masala & Dry Fruits,Cooking Oils,Sunflower Oil,pc,180
Badam Cashew Biscuit-160Gm,Badam Cashew Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Nut Biscuits,160g,45
Cashewnut Biscuit-160Gm,Cashewnut Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Nut Biscuits,160g,15
Water Bottle-Bisleri-1Ltr,Water-Bisleri,Bisleri,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,500ml,10
Milky Mist Cow Ghee 200Ml,Milky Mist Cow Ghee,Milky Mist,"Dairy, Bread & Eggs",Ghee & Butter,Cow Ghee,200ml,169
Hellmanns Roasted Garlic,Hellmann'S Roasted Garlic Sauce,Hellmann's,Snacks & Munchies,Dips & Sauces,Specialty Sauce,pc,50
Hellmanns Smoky Tandoori,Hellmann'S Smoky Tandoori Sauce,Hellmann's,Snacks & Munchies,Dips & Sauces,Specialty Sauce,pc,50
Vaseline,Vaseline Jelly,Vaseline,Personal Care,Skin Care,Petroleum Jelly,50g,174
Protien Seed 100Gm,Protein Seeds,Unknown,Pharma & Wellness,Protein & Fitness,Seeds Mix,100g,100
Yardley English Lavender 100G,Yardley English Lavender,Yardley,Personal Care,Bath & Body,Talcum Powder,100g,145
Yardley London,Yardley London Cream,Yardley,Personal Care,Skin Care,Body Cream,pc,150
Parachute Jasmine Oil 190Ml,Parachute Jasmine Oil,Parachute,Personal Care,Hair Care,Hair Oil,300ml,97
Kodo Millet 500G,Kodo Millet,Unknown,"Atta, Rice & Dal",Millets,Kodo Millet,500g,124
Foxtail Millet 500G,Foxtail Millet,Unknown,"Atta, Rice & Dal",Millets,Foxtail Millet,500g,146
Little Millet 500G,Little Millet,Unknown,"Atta, Rice & Dal",Millets,Little Millet,500g,144
Upwasachi Biscuit 115G,Upwasachi Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Fasting Biscuits,115g,45
Kuppies Brownie,Kuppies Brownie,Unknown,Sweet Tooth,Bakery & Cookies,Brownie,pc,10
Radha Krishna Image,Krishna Image,Unknown,Pooja Needs,Idols & Frames,Spiritual Photo Frames,pc,175
Vaseline,Vaseline Jelly,Vaseline,Personal Care,Skin Care,Petroleum Jelly,50g,57
Parachute Jasmine Oil,Parachute Jasmine Oil,Parachute,Personal Care,Hair Care,Hair Oil,300ml,150
Vaseline,Vaseline Jelly,Vaseline,Personal Care,Skin Care,Petroleum Jelly,50g,95
Salt Bread-320Gm,Salt Bread,Unknown,"Dairy, Bread & Eggs",Bread,White Bread,320g,166
Atta,Atta,Unknown,"Atta, Rice & Dal",Atta & Flours,Wheat Flour / Atta,pc,50
Cheesy Stick,Cheese Sticks,Unknown,Snacks & Munchies,Chips & Crisps,Chips & Crisps,200g,75
Maggi Nog 70G,Maggi Noodles,Maggi,Instant & Frozen Food,Instant Noodles,Masala Noodles,70g,20
Lizol Lemon 2L,Lizol Neem,Lizol,Cleaning Essentials,Floor & Surface Cleaners,Floor Cleaner,500ml,492
Chitle B Vadi 500G,Chitale Bakarwadi,Chitale,Snacks & Munchies,Namkeen & Farsan,Chakali & Murukku,250g,200
Winn Red Chilli Sauce 100G,Winn Red Chilli Sauce,Winn,Snacks & Munchies,Dips & Sauces,Chilli Sauce,100g,25
Maggi Hot And Sweet 75G,Maggi Hot & Sweet,Maggi,Instant & Frozen Food,Sauces & Ketchup,Tomato Ketchup,pc,22
Horlicks 550G,Borick 100,Unknown,Personal Care,Face Care,Talcum Powder,pc,294
Myfitness Peanut Butter Crunchy 227G,Myfitness Peanut Butter Chocolate,Myfitness,"Tea, Coffee & Health Drinks",Health Drinks,Peanut Butter Drink Mix,227g,169
Myfitness Peanut Butter Smooth 227G,Myfitness Choco Peanut Butter Smooth,Myfitness,Snacks & Munchies,Jams & Spreads,Choco Peanut Butter,510g,169
Women'S Plus 400Gm,Women'S Plus Health Drink,Unknown,"Tea, Coffee & Health Drinks",Health Drinks,Women's Health Drink,400g,355
Badam Drink Mix 500G,Badam Drink Mix,Unknown,"Tea, Coffee & Health Drinks",Health & Energy Drinks,Badam Drink Powder,200g,295
Mf Peanut Butter Smooth Choco 510G,Peanut Butter Cho,Unknown,Sweet Tooth,Spreads & Nut Butters,Peanut Butter,pc,399
Mf Choco Peanut Butter Smooth 227G,Myfitness Choco Peanut Butter Smooth,Myfitness,Snacks & Munchies,Jams & Spreads,Choco Peanut Butter,510g,179
Piya Sunflower Oil,Piya Sunflower Oil,Piya,Masala & Dry Fruits,Cooking Oils,Sunflower Oil,pc,130
Manish Turmeric Powder 200G,Manish Turmeric Powder,Manish,Masala & Dry Fruits,Spices & Masala,Turmeric Powder,200g,88
Khadi Sakhar 1Kg,Khadi Sakhar,Unknown,"Atta, Rice & Dal",Cooking Essentials,Sugar,1kg,100
Gorkeri,Gorkeri,Unknown,Masala & Dry Fruits,Pickles & Chutneys,Mango Pickle,pc,160
Chhundo,Chhundo,Unknown,Masala & Dry Fruits,Pickles & Chutneys,Sweet Mango Pickle,pc,160
Pasnd Sweet Lime 350G,Pasand Sweet Lime Pickle,Pasand,Snacks & Munchies,Chutneys & Pickles,Sweet Lime Pickle,350g,160
